,Player,S/C,Pos,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,GP,G_x,A_x,P_x,G_y,A_y,P_y,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
136,Ivan Johnson,L,D,1898-12-07,Winnipeg,MB,CAN,CAN,71,210,--,--,--,19261927,Y,436,38,48,86,38,48,86,0,836,0.2,7,15,1,3,1,3,0,10,--,--,--,--
137,John Duggan,L,L,1898-12-17,Ottawa,ON,CAN,CAN,68,185,--,--,--,19251926,N,27,0,0,0,0,0,0,0,0,0.0,--,--,--,--,--,--,0,0,--,--,--,--
138,Bob Davis,R,R,1899-02-02,Lachine,QC,CAN,CAN,72,202,--,--,--,19321933,N,3,0,0,0,0,0,0,0,0,0.0,--,--,--,--,--,--,0,0,--,--,--,--
139,Norm Shay,L,D,1899-02-03,Huntsville,ON,CAN,CAN,69,158,--,--,--,19241925,N,53,5,4,9,5,4,9,0,34,0.17,--,--,--,--,--,--,0,1,--,--,--,--
140,Al Pudas,R,R,1899-02-17,Siikajoki,--,FIN,FIN,70,160,--,--,--,19261927,N,4,0,0,0,0,0,0,0,0,0.0,--,--,--,--,--,--,0,0,--,--,--,--
141,Reg Reid,L,L,1899-02-17,Seaforth,ON,CAN,CAN,68,138,--,--,--,19241925,N,39,1,0,1,1,0,1,0,4,0.03,--,--,--,--,--,--,0,1,--,--,--,--
142,Jack Arbour,L,D,1899-03-07,Waubaushene,ON,CAN,CAN,68,172,--,--,--,19261927,N,47,5,1,6,5,1,6,0,58,0.13,--,--,--,--,--,--,0,1,--,--,--,--
143,Bill Holmes,R,C,1899-03-09,Portage la Prairie,MB,CAN,CAN,72,200,--,--,--,19251926,N,51,6,4,10,6,4,10,0,37,0.2,--,--,--,--,--,--,0,0,--,--,--,--
144,Roland Lafleur,L,L,1899-03-21,Ottawa,ON,CAN,CAN,66,145,--,--,--,19241925,N,1,0,0,0,0,0,0,0,0,0.0,--,--,--,--,--,--,0,0,--,--,--,--
145,Francis Cain,L,D,1899-03-22,Newmarket,ON,CAN,CAN,68,175,--,--,--,19241925,N,61,4,1,5,4,1,5,0,37,0.08,--,--,--,--,--,--,0,3,--,--,--,--
146,Hib Milks,L,L,1899-04-01,Eardley,QC,CAN,CAN,71,165,--,--,--,19251926,N,317,88,41,129,88,41,129,0,181,0.41,--,--,--,--,--,--,2,14,--,--,--,--
147,Merlyn Phillips,R,C,1899-05-24,Richmond Hill,ON,CAN,CAN,67,160,--,--,--,19251926,N,302,52,31,83,52,31,83,0,228,0.27,--,--,--,--,--,--,0,11,--,--,--,--
148,Alex Gray,R,R,1899-06-21,Glasgow,--,GBR,GBR,70,170,--,--,--,19271928,N,50,7,1,8,7,1,8,0,30,0.16,--,--,--,--,--,--,0,0,--,--,--,--
149,Carson Cooper,R,R,1899-07-17,Cornwall,ON,CAN,CAN,67,160,--,--,--,19241925,N,295,110,62,172,110,62,172,0,126,0.58,--,--,--,--,--,--,2,29,--,--,--,--
150,Bob Hall,L,L,1899-10-13,Oak Park,IL,USA,USA,68,165,--,--,--,19251926,N,8,0,0,0,0,0,0,0,0,0.0,--,--,--,--,--,--,0,0,--,--,--,--
151,Sam Rothschild,L,L,1899-10-16,Sudbury,ON,CAN,CAN,66,145,--,--,--,19241925,N,100,8,7,15,8,7,15,0,25,0.15,--,--,--,--,--,--,0,2,--,--,--,--
152,Billy Boucher,R,R,1899-11-10,Ottawa,ON,CAN,CAN,67,155,--,--,--,19211922,N,213,93,35,128,93,35,128,0,419,0.6,--,--,--,--,--,--,2,23,--,--,--,--
153,Red Green,L,L,1899-12-12,Sudbury,ON,CAN,CAN,68,148,--,--,--,19231924,N,195,60,27,87,60,27,87,0,277,0.45,--,--,--,--,--,--,0,8,--,--,--,--
154,Bob Trapp,L,D,1899-12-16,Pembroke,ON,CAN,CAN,70,170,--,--,--,19261927,N,82,4,4,8,4,4,8,0,131,0.1,--,--,--,--,--,--,0,0,--,--,--,--
155,Harold Halderson,R,D,1900-01-06,Winnipeg,MB,CAN,CAN,75,200,--,--,--,19261927,N,44,3,2,5,3,2,5,0,65,0.11,--,--,--,--,--,--,0,0,--,--,--,--
156,Billy Stuart,L,D,1900-02-01,Sackville,NB,CAN,CAN,71,190,--,--,--,19201921,N,195,30,19,49,30,19,49,0,155,0.25,--,--,--,--,--,--,1,6,--,--,--,--
157,Charlie Cotch,L,L,1900-02-21,Sarnia,ON,CAN,CAN,71,175,--,--,--,19241925,N,12,1,0,1,1,0,1,0,0,0.08,--,--,--,--,--,--,0,0,--,--,--,--
158,Stan Crossett,R,D,1900-04-18,Tillsonburg,ON,CAN,CAN,72,200,--,--,--,19301931,N,21,0,0,0,0,0,0,0,10,0.0,--,--,--,--,--,--,0,0,--,--,--,--
159,Fred Gordon,R,R,1900-05-06,Fleming,SK,CAN,CAN,70,185,--,--,--,19261927,N,81,8,7,15,8,7,15,0,70,0.19,--,--,--,--,--,--,0,4,--,--,--,--
160,Reg Mackey,L,D,1900-05-07,Ottawa,ON,CAN,CAN,67,155,--,--,--,19261927,N,41,0,0,0,0,0,0,0,16,0.0,--,--,--,--,--,--,0,0,--,--,--,--
161,Clarence Abel,L,D,1900-05-28,Sault Ste. Marie,MI,USA,USA,73,225,--,--,--,19261927,N,333,20,18,38,20,18,38,0,365,0.11,1,2,0,0,1,1,1,5,--,--,--,--
162,Duke McCurry,L,L,1900-06-13,Toronto,ON,CAN,CAN,68,160,--,--,--,19251926,N,148,21,12,33,21,12,33,0,121,0.22,--,--,--,--,--,--,0,5,--,--,--,--
163,Leo Quenneville,L,L,1900-06-15,St-Anicet,QC,CAN,CAN,70,170,--,--,--,19291930,N,25,0,3,3,0,3,3,0,10,0.12,--,--,--,--,--,--,0,0,--,--,--,--
164,Laurie Scott,L,L,1900-06-19,South River,ON,CAN,CAN,66,155,--,--,--,19261927,N,62,6,3,9,6,3,9,0,28,0.15,--,--,--,--,--,--,1,1,--,--,--,--
165,Tex White,R,R,1900-06-26,Hillsborough,ON,CAN,CAN,71,155,--,--,--,19251926,N,204,33,14,47,33,14,47,0,145,0.23,--,--,--,--,--,--,1,7,--,--,--,--
166,Vic Desjardins,R,C,1900-07-04,Sault Ste. Marie,MI,USA,USA,69,160,--,--,--,19301931,N,87,6,15,21,6,15,21,0,33,0.24,--,--,--,--,--,--,0,1,--,--,--,--
167,Earl Campbell,L,D,1900-07-23,Buckingham,QC,CAN,CAN,71,166,--,--,--,19231924,N,76,6,4,10,6,4,10,0,16,0.13,--,--,--,--,--,--,0,1,--,--,--,--
168,Fred Brown,L,L,1900-09-15,Kingston,ON,CAN,CAN,68,155,--,--,--,19271928,N,15,1,0,1,1,0,1,0,0,0.07,--,--,--,--,--,--,0,0,--,--,--,--
169,Billy Burch,L,C,1900-11-20,Yonkers,NY,USA,USA,72,200,--,--,--,19221923,Y,390,136,60,196,136,60,196,0,263,0.5,--,--,--,--,--,--,3,32,--,--,--,--
170,Bill Carson,L,C,1900-11-25,Bracebridge,ON,CAN,CAN,68,158,--,--,--,19261927,N,159,54,27,81,54,27,81,0,121,0.51,--,--,--,--,--,--,0,11,--,--,--,--
171,Henry Hicks,L,D,1900-12-10,Sillery,QC,CAN,CAN,67,170,--,--,--,19281929,N,90,5,2,7,5,2,7,0,69,0.08,--,--,--,--,--,--,0,1,--,--,--,--
172,Val Hoffinger,L,D,1901-01-01,Seltz,--,RUS,RUS,66,190,--,--,--,19271928,N,28,0,1,1,0,1,1,0,28,0.04,--,--,--,--,--,--,0,0,--,--,--,--
173,Jesse Spring,L,D,1901-01-18,Alba,PA,USA,USA,72,185,--,--,--,19231924,N,133,11,4,15,11,4,15,0,78,0.11,--,--,--,--,--,--,0,3,--,--,--,--
174,Dunc Munro,L,D,1901-01-19,Moray,--,GBR,CAN,68,190,--,--,--,19241925,N,239,28,18,46,28,18,46,0,179,0.19,--,--,--,--,--,--,1,5,--,--,--,--
175,George Owen,L,D,1901-02-12,Hamilton,ON,CAN,CAN,71,190,--,--,--,19281929,N,183,44,33,77,44,33,77,0,151,0.42,--,--,--,--,--,--,0,6,--,--,--,--
176,Bonner Larose,R,L,1901-02-14,Ottawa,ON,CAN,CAN,68,170,--,--,--,19251926,N,6,0,0,0,0,0,0,0,0,0.0,--,--,--,--,--,--,0,0,--,--,--,--
177,Fern Headley,L,D,1901-03-02,Crystal,ND,USA,USA,71,175,--,--,--,19241925,N,30,1,4,5,1,4,5,0,6,0.17,--,--,--,--,--,--,0,0,--,--,--,--
178,Eddie Rodden,R,C,1901-03-22,Mattawa,ON,CAN,CAN,67,150,--,--,--,19261927,N,90,6,14,20,6,14,20,0,60,0.22,--,--,--,--,--,--,0,0,--,--,--,--
179,Albert Hughes,R,C,1901-05-13,Guelph,ON,CAN,CAN,69,165,--,--,--,19301931,N,60,6,8,14,6,8,14,0,22,0.23,--,--,--,--,--,--,2,2,--,--,--,--
180,Lionel Conacher,L,D,1901-05-24,Toronto,ON,CAN,CAN,74,195,--,--,--,19251926,Y,498,78,108,186,78,108,186,0,890,0.37,16,50,7,18,1,2,0,17,--,--,--,--
181,Hap Day,L,D,1901-06-14,Owen Sound,ON,CAN,CAN,71,175,--,--,--,19241925,Y,586,86,121,207,86,121,207,0,597,0.35,13,42,1,2,1,5,0,16,--,--,--,--
182,Gord McFarlane,R,R,1901-07-18,Snow Lake,MB,CAN,CAN,74,180,--,--,--,19261927,N,2,0,0,0,0,0,0,0,0,0.0,--,--,--,--,--,--,0,0,--,--,--,--
183,Pit Lepine,L,C,1901-07-30,Ste-Anne-de-Bellevue,QC,CAN,CAN,71,168,--,--,--,19251926,N,526,143,97,240,143,97,240,0,394,0.46,36,83,3,15,1,1,7,30,--,--,--,--
184,Ollie Reinikka,R,C,1901-08-02,Shuswap,BC,CAN,CAN,70,160,--,--,--,19261927,N,16,0,0,0,0,0,0,0,0,0.0,--,--,--,--,--,--,0,0,--,--,--,--
185,Aurel Joliat,L,L,1901-08-29,Ottawa,ON,CAN,CAN,67,136,--,--,--,19221923,Y,655,269,194,463,269,194,463,0,771,0.71,65,111,11,20,0,2,9,62,--,--,--,--
186,Frank Boucher,L,C,1901-10-07,Ottawa,ON,CAN,CAN,69,185,--,--,--,19211922,Y,557,160,264,424,160,264,424,0,110,0.76,40,125,8,27,1,1,5,25,--,--,--,--
187,Pete Bellefeuille,R,R,1901-10-19,Trois-Rivières,QC,CAN,CAN,70,180,--,--,--,19251926,N,92,26,6,32,26,6,32,0,56,0.35,--,--,--,--,--,--,0,5,--,--,--,--
188,Bill Brydge,R,D,1901-10-22,Renfrew,ON,CAN,CAN,69,195,--,--,--,19261927,N,368,26,52,78,26,52,78,0,516,0.21,7,17,1,3,0,1,0,4,--,--,--,--
189,Lionel Hitchman,L,D,1901-11-03,Toronto,ON,CAN,CAN,73,167,--,--,--,19221923,N,417,27,38,65,27,38,65,0,557,0.16,1,1,0,0,0,0,3,4,--,--,--,--
190,Gord Fraser,L,D,1902-01-03,Pembroke,ON,CAN,CAN,72,180,--,--,--,19261927,N,144,24,12,36,24,12,36,0,235,0.25,--,--,--,--,--,--,1,8,--,--,--,--
191,Gene Chouinard,L,D,1902-01-05,Ottawa,ON,CAN,CAN,66,160,--,--,--,19271928,N,8,0,0,0,0,0,0,0,0,0.0,--,--,--,--,--,--,0,0,--,--,--,--
192,Frank Carson,R,R,1902-01-12,Bracebridge,ON,CAN,CAN,67,165,--,--,--,19251926,N,248,42,48,90,42,48,90,0,170,0.36,7,15,3,4,0,0,0,14,--,--,--,--
193,Art Somers,L,C,1902-01-19,Winnipeg,MB,CAN,CAN,65,167,--,--,--,19291930,N,222,33,56,89,33,56,89,0,195,0.4,1,8,0,0,0,0,3,7,--,--,--,--
194,Alex Smith,L,D,1902-04-02,Liverpool,--,GBR,GBR,71,176,--,--,--,19241925,N,443,41,51,92,41,51,92,0,645,0.21,7,17,0,4,0,0,0,8,--,--,--,--
195,Sylvio Mantha,R,D,1902-04-14,Montréal,QC,CAN,CAN,70,178,--,--,--,19231924,Y,542,63,77,140,63,77,140,0,675,0.26,9,27,0,3,0,0,1,14,--,--,--,--
196,Eddie McCalmon,R,R,1902-05-30,Varney,ON,CAN,CAN,68,170,--,--,--,19271928,N,39,5,0,5,5,0,5,0,12,0.13,--,--,--,--,--,--,0,0,--,--,--,--
197,Gizzy Hart,L,L,1902-06-01,Weyburn,SK,CAN,CAN,69,171,--,--,--,19261927,N,99,6,9,15,6,9,15,0,12,0.15,--,--,--,--,--,--,0,1,--,--,--,--
198,John McKinnon,R,D,1902-07-15,Guysborough,NS,CAN,CAN,68,170,--,--,--,19251926,N,208,28,9,37,28,9,37,0,195,0.18,--,--,--,--,--,--,1,7,--,--,--,--
199,Gerry Denoird,R,C,1902-08-04,Toronto,ON,CAN,CAN,70,170,--,--,--,19221923,N,1,0,1,1,0,1,1,0,0,1.0,--,--,--,--,--,--,0,0,--,--,--,--
200,Fred Lowrey,R,R,1902-08-12,Ottawa,ON,CAN,CAN,69,155,--,--,--,19241925,N,53,1,1,2,1,1,2,0,10,0.04,--,--,--,--,--,--,0,0,--,--,--,--
201,Duke Dukowski,L,D,1902-08-30,Regina,SK,CAN,CAN,70,185,--,--,--,19261927,N,200,16,30,46,16,30,46,0,186,0.23,0,7,0,0,0,0,0,7,--,--,--,--
202,Rollie Paulhus,L,D,1902-09-01,Montréal,QC,CAN,CAN,68,185,--,--,--,19251926,N,33,0,0,0,0,0,0,0,0,0.0,--,--,--,--,--,--,0,0,--,--,--,--
203,Rolly Huard,L,C,1902-09-06,Ottawa,ON,CAN,CAN,70,170,--,--,--,19301931,N,1,1,0,1,1,0,1,0,0,1.0,--,--,--,--,--,--,0,0,--,--,--,--
204,Harold Darragh,R,L,1902-09-13,Ottawa,ON,CAN,CAN,70,145,--,--,--,19251926,N,307,68,49,117,68,49,117,0,44,0.38,--,--,--,--,--,--,2,19,--,--,--,--
205,Howie Morenz,L,C,1902-09-21,Mitchell,ON,CAN,CAN,69,165,--,--,--,19231924,Y,550,271,205,476,271,205,476,0,562,0.87,21,75,5,20,1,1,10,44,--,--,--,--
206,Bill Phillips,L,C,1902-09-23,Carleton Place,ON,CAN,CAN,70,163,--,--,--,19291930,N,27,1,1,2,1,1,2,0,6,0.07,--,--,--,--,--,--,0,0,--,--,--,--
207,Albert Holway,L,D,1902-09-24,Belleville,ON,CAN,CAN,74,190,--,--,--,19231924,N,116,7,2,9,7,2,9,0,52,0.08,--,--,--,--,--,--,0,2,--,--,--,--
208,Leo Lafrance,L,L,1902-11-03,Allumette,QC,CAN,CAN,68,160,--,--,--,19261927,N,34,2,0,2,2,0,2,0,6,0.06,--,--,--,--,--,--,0,0,--,--,--,--
209,Baldy Cotton,L,L,1902-11-05,Nanticoke,ON,CAN,CAN,70,155,--,--,--,19251926,N,503,101,104,205,101,104,205,0,449,0.41,23,52,5,13,0,0,3,17,--,--,--,--
210,Albert Leduc,R,D,1902-11-22,Valleyfield,QC,CAN,CAN,69,180,--,--,--,19251926,N,383,57,36,93,57,36,93,0,622,0.24,1,3,0,1,0,0,1,7,--,--,--,--
211,Eddie Shore,R,D,1902-11-25,Fort Qu'Appelle,SK,CAN,CAN,71,190,--,--,--,19261927,Y,551,105,179,284,105,179,284,0,"1,099",0.52,23,83,2,26,1,2,2,22,--,--,--,--
212,Nels Stewart,L,C,1902-12-29,Montréal,QC,CAN,CAN,73,195,--,--,--,19251926,Y,650,324,191,515,324,191,515,0,955,0.79,94,170,27,55,0,1,12,70,--,--,--,--
213,Hooley Smith,R,C,1903-01-07,Toronto,ON,CAN,CAN,70,155,--,--,--,19241925,Y,717,200,226,426,200,226,426,0,"1,062",0.59,69,160,8,22,0,1,5,43,--,--,--,--
214,Leo Bourgeault,L,D,1903-01-17,Sturgeon Falls,ON,CAN,CAN,66,165,--,--,--,19261927,N,307,25,20,45,25,20,45,0,336,0.15,4,7,1,1,0,0,0,6,--,--,--,--
215,Chris Speyer,L,D,1903-02-06,Toronto,ON,CAN,CAN,70,170,--,--,--,19231924,N,14,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,--,--,--,--
216,Fred Elliott,R,R,1903-02-18,Clinton,ON,CAN,CAN,68,165,--,--,--,19281929,N,43,2,0,2,2,0,2,0,8,0.05,--,--,--,--,--,--,0,0,--,--,--,--
217,King Clancy,L,D,1903-02-25,Ottawa,ON,CAN,CAN,67,155,--,--,--,19211922,Y,592,137,150,287,137,150,287,0,914,0.48,18,57,0,4,4,4,2,26,--,--,--,--
218,George Redding,L,L,1903-03-06,Peterborough,ON,CAN,CAN,67,145,--,--,--,19241925,N,33,3,2,5,3,2,5,0,10,0.15,--,--,--,--,--,--,0,0,--,--,--,--
219,Werner Schnarr,L,C,1903-03-23,Berlin,ON,CAN,CAN,67,145,--,--,--,19241925,N,26,0,0,0,0,0,0,0,0,0.0,--,--,--,--,--,--,0,0,--,--,--,--
220,Ganton Scott,R,R,1903-03-23,Preston,ON,CAN,CAN,69,165,--,--,--,19221923,N,57,1,1,2,1,1,2,0,0,0.04,--,--,--,--,--,--,0,0,--,--,--,--
221,Normie Himes,R,C,1903-04-13,Galt,ON,CAN,CAN,69,145,--,--,--,19261927,N,402,107,112,219,107,112,219,0,125,0.54,12,31,1,9,1,3,4,20,--,--,--,--
222,Archie Wilcox,L,R,1903-05-09,Montréal,QC,CAN,CAN,71,195,--,--,--,19291930,N,208,8,14,22,8,14,22,0,160,0.11,0,1,0,0,0,0,0,0,--,--,--,--
223,Ace Bailey,R,R,1903-07-03,Bracebridge,ON,CAN,CAN,70,160,--,--,--,19261927,Y,316,111,81,192,111,81,192,0,488,0.61,2,4,0,1,0,0,4,25,--,--,--,--
224,Andy Bellemer,L,D,1903-07-03,Penetanguishene,ON,CAN,CAN,71,185,--,--,--,19321933,N,15,0,0,0,0,0,0,0,0,0.0,--,--,--,--,--,--,0,0,--,--,--,--
225,Frank Finnigan,R,R,1903-07-09,Shawville,QC,CAN,CAN,69,165,--,--,--,19231924,N,554,116,94,210,116,94,210,0,410,0.38,18,41,3,8,0,1,11,26,--,--,--,--
226,Chuck Dinsmore,L,C,1903-07-23,Toronto,ON,CAN,CAN,66,155,--,--,--,19241925,N,100,6,2,8,6,2,8,0,50,0.08,--,--,--,--,--,--,0,2,--,--,--,--
227,Johnny Sheppard,L,L,1903-07-23,Montréal,QC,CAN,CAN,67,165,--,--,--,19261927,N,311,69,58,127,69,58,127,0,228,0.41,3,6,0,1,0,0,1,8,--,--,--,--
228,Fred Cook,L,L,1903-09-18,Kingston,ON,CAN,CAN,71,180,--,--,--,19261927,Y,477,158,146,304,158,146,304,0,458,0.64,32,64,6,20,1,1,3,30,--,--,--,--
229,Danny Cox,L,L,1903-10-12,Little Current,ON,CAN,CAN,70,180,--,--,--,19261927,N,319,48,50,98,48,50,98,0,110,0.31,4,6,1,3,0,0,0,7,--,--,--,--
230,Nick Wasnie,R,R,1904-01-01,Winnipeg,MB,CAN,CAN,71,174,--,--,--,19271928,N,246,57,34,91,57,34,91,0,178,0.37,13,19,1,2,0,0,2,9,--,--,--,--
231,Charles Cahill,R,R,1904-01-04,Summerside,PE,CAN,CAN,70,180,--,--,--,19251926,N,32,0,1,1,0,1,1,0,9,0.03,--,--,--,--,--,--,0,0,--,--,--,--
232,Babe Siebert,L,L,1904-01-14,Plattsville,ON,CAN,CAN,70,182,--,--,--,19251926,Y,594,140,154,294,140,154,294,0,"1,002",0.49,36,93,12,26,0,0,3,24,--,--,--,--
233,Rennison Manners,L,C,1904-02-05,Ottawa,ON,CAN,CAN,71,160,--,--,--,19291930,N,37,3,3,6,3,3,6,0,14,0.16,--,--,--,--,--,--,0,0,--,--,--,--
234,Hobie Kitchen,L,D,1904-02-08,Toronto,ON,CAN,CAN,71,187,--,--,--,19251926,N,47,5,4,9,5,4,9,0,58,0.19,--,--,--,--,--,--,0,2,--,--,--,--
235,Bobby Boucher,R,C,1904-02-14,Ottawa,ON,CAN,CAN,68,142,--,--,--,19231924,N,11,1,0,1,1,0,1,0,0,0.09,--,--,--,--,--,--,0,0,--,--,--,--
236,Dutch Gainor,L,C,1904-04-10,Calgary,AB,CAN,CAN,73,170,--,--,--,19271928,N,247,51,56,107,51,56,107,0,129,0.43,0,3,0,1,0,0,1,9,--,--,--,--
237,Hugh Plaxton,L,L,1904-05-16,Barrie,ON,CAN,CAN,70,184,--,--,--,19321933,N,17,1,3,4,1,3,4,0,4,0.24,--,--,--,--,--,--,0,0,--,--,--,--
238,Rene Boileau,L,C,1904-05-18,Pointe-Claire,QC,CAN,CAN,70,160,--,--,--,19251926,N,7,0,0,0,0,0,0,0,0,0.0,--,--,--,--,--,--,0,0,--,--,--,--
239,Murray Murdoch,L,L,1904-05-19,Lucknow,ON,CAN,CAN,70,180,--,--,--,19261927,N,508,84,104,188,84,104,188,0,193,0.37,26,60,5,12,2,5,3,15,--,--,--,--
240,Jack McVicar,R,D,1904-06-04,Renfrew,ON,CAN,CAN,72,160,--,--,--,19301931,N,88,2,4,6,2,4,6,0,59,0.07,--,--,--,--,--,--,0,1,--,--,--,--
241,Herb Hamel,R,R,1904-06-08,New Hamburg,ON,CAN,CAN,71,155,--,--,--,19301931,N,2,0,0,0,0,0,0,0,4,0.0,--,--,--,--,--,--,0,0,--,--,--,--
242,George Horne,R,R,1904-06-27,Sudbury,ON,CAN,CAN,66,165,--,--,--,19251926,N,54,9,3,12,9,3,12,0,34,0.22,--,--,--,--,--,--,0,2,--,--,--,--
243,George Massecar,L,L,1904-07-10,Waterford,ON,CAN,CAN,69,165,--,--,--,19291930,N,100,12,11,23,12,11,23,0,46,0.23,--,--,--,--,--,--,0,0,--,--,--,--
244,Bob Taylor,R,R,1904-08-12,Newton,MA,USA,USA,73,190,--,--,--,19291930,N,6,0,0,0,0,0,0,0,4,0.0,--,--,--,--,--,--,0,0,--,--,--,--
245,Hago Harrington,L,L,1904-08-13,Melrose,MA,USA,USA,68,163,--,--,--,19251926,N,72,9,5,14,9,5,14,0,31,0.19,--,--,--,--,--,--,0,1,--,--,--,--
246,Bud Maracle,L,L,1904-09-08,Ayr,ON,CAN,CAN,71,195,--,--,--,19301931,N,11,1,3,4,1,3,4,0,4,0.36,--,--,--,--,--,--,0,0,--,--,--,--
247,Art Gauthier,L,C,1904-10-10,Espanola,ON,CAN,CAN,68,158,--,--,--,19261927,N,13,0,0,0,0,0,0,0,0,0.0,--,--,--,--,--,--,0,0,--,--,--,--
248,Mike Neville,R,C,1904-10-11,Toronto,ON,CAN,CAN,69,168,--,--,--,19241925,N,67,5,6,11,5,6,11,0,14,0.16,--,--,--,--,--,--,0,1,--,--,--,--
249,Stew Adams,L,L,1904-10-16,Calgary,AB,CAN,CAN,70,165,--,--,--,19291930,N,93,9,26,35,9,26,35,0,70,0.38,--,--,--,--,--,--,0,1,--,--,--,--
250,Bob Connors,L,L,1904-10-19,Glasgow,--,GBR,GBR,69,165,--,--,--,19261927,N,78,17,10,27,17,10,27,0,108,0.35,--,--,--,--,--,--,0,1,--,--,--,--
251,Red Conn,L,L,1904-10-25,Hartney,MB,CAN,CAN,71,180,--,--,--,19331934,N,96,9,28,37,9,28,37,0,22,0.39,8,34,1,3,0,0,0,0,--,--,--,--
252,Cooney Weiland,L,C,1904-11-05,Seaforth,ON,CAN,CAN,67,150,--,--,--,19281929,Y,509,173,162,335,173,162,335,0,149,0.66,48,114,12,32,4,6,3,38,--,--,--,--
253,Harry Connor,L,L,1904-12-03,Ottawa,ON,CAN,CAN,72,195,--,--,--,19271928,N,132,16,5,21,16,5,21,0,149,0.16,--,--,--,--,--,--,1,4,--,--,--,--
254,Eric Pettinger,L,L,1904-12-14,North Bierley,--,GBR,GBR,72,175,--,--,--,19281929,N,98,7,12,19,7,12,19,0,85,0.19,--,--,--,--,--,--,0,0,--,--,--,--
255,Doug Brennan,L,D,1905-01-10,Peterborough,ON,CAN,CAN,71,180,--,--,--,19311932,N,123,9,7,16,9,7,16,0,147,0.13,0,0,0,0,0,0,1,0,--,--,--,--
256,Hap Emms,L,L,1905-01-12,Barrie,ON,CAN,CAN,72,190,--,--,--,19261927,N,330,36,53,89,36,53,89,0,324,0.27,16,39,0,3,0,0,0,7,--,--,--,--
257,Cy Wentworth,R,D,1905-01-24,Grimsby,ON,CAN,CAN,70,170,--,--,--,19271928,N,575,39,68,107,39,68,107,0,359,0.19,13,40,2,9,3,3,2,5,--,--,--,--
258,Marty Burke,L,D,1905-01-28,Toronto,ON,CAN,CAN,68,160,--,--,--,19271928,N,503,18,48,66,18,48,66,0,578,0.13,3,18,0,2,0,0,0,5,--,--,--,--
259,Larry Aurie,R,R,1905-02-08,Sudbury,ON,CAN,CAN,66,148,--,--,--,19271928,N,489,147,128,275,147,128,275,0,283,0.56,68,136,12,36,3,5,2,26,--,--,--,--
260,Russell Oatman,L,L,1905-02-19,Tillsonburg,ON,CAN,CAN,70,195,--,--,--,19261927,N,120,20,9,29,20,9,29,0,98,0.24,--,--,--,--,--,--,2,5,--,--,--,--
261,Frank Steele,R,R,1905-03-19,Niagara Falls,ON,CAN,CAN,71,170,--,--,--,19301931,N,1,0,0,0,0,0,0,0,2,0.0,--,--,--,--,--,--,0,0,--,--,--,--
262,Joe Thorsteinson,R,R,1905-03-19,Winnipeg,MB,CAN,CAN,69,157,--,--,--,19321933,N,4,0,0,0,0,0,0,0,0,0.0,--,--,--,--,--,--,0,0,--,--,--,--
263,Roger Cormier,R,R,1905-03-23,Montréal,QC,CAN,CAN,70,167,--,--,--,19251926,N,1,0,0,0,0,0,0,0,0,0.0,--,--,--,--,--,--,0,0,--,--,--,--
264,Bobby Burns,L,L,1905-04-04,Gore Bay,ON,CAN,CAN,70,155,--,--,--,19281929,N,19,1,0,1,1,0,1,0,2,0.05,--,--,--,--,--,--,0,1,--,--,--,--
265,Deacon Waite,L,C,1905-04-09,Fort Qu'Appelle,SK,CAN,CAN,71,150,--,--,--,19301931,N,17,1,3,4,1,3,4,0,4,0.24,--,--,--,--,--,--,0,0,--,--,--,--
266,Frank Peters,R,D,1905-06-05,Rouses Point,NY,USA,USA,71,160,--,--,--,19301931,N,43,0,0,0,0,0,0,0,57,0.0,--,--,--,--,--,--,0,0,--,--,--,--
267,Johnny Gagnon,R,R,1905-06-08,Chicoutimi,QC,CAN,CAN,65,140,--,--,--,19301931,N,454,121,143,264,121,143,264,0,297,0.58,54,131,16,32,1,1,8,30,--,--,--,--
268,Johnny Gottselig,L,L,1905-06-24,Odessa,--,UKR,UKR,71,158,--,--,--,19281929,N,591,176,196,372,176,196,372,0,211,0.63,77,189,26,60,3,7,3,30,--,--,--,--
269,Armand Mondou,L,L,1905-06-27,Yamaska,QC,CAN,CAN,70,175,--,--,--,19281929,N,386,47,71,118,47,71,118,0,101,0.31,25,61,4,11,0,0,0,5,--,--,--,--
270,Len Grosvenor,R,C,1905-07-21,Ottawa,ON,CAN,CAN,69,172,--,--,--,19271928,N,150,9,11,20,9,11,20,0,82,0.13,--,--,--,--,--,--,1,1,--,--,--,--
271,Rosie Couture,R,R,1905-07-24,St. Boniface,MB,CAN,CAN,71,164,--,--,--,19281929,N,329,48,55,103,48,55,103,0,185,0.31,11,25,1,4,0,0,1,9,--,--,--,--
272,Bernie Brophy,L,L,1905-08-09,Collingwood,ON,CAN,CAN,68,165,--,--,--,19251926,N,62,4,4,8,4,4,8,0,25,0.13,--,--,--,--,--,--,0,2,--,--,--,--
273,Butch Keeling,L,L,1905-08-10,Owen Sound,ON,CAN,CAN,71,180,--,--,--,19261927,N,525,157,64,221,157,64,221,0,341,0.42,65,91,8,9,0,0,7,30,--,--,--,--
